geo_id,year,deped_id,water,electricity,internet,computers,disability_infrastructure,sanitation_facilities,ss_sanitation_facilities,handwashing_facilities
NIG-000000,2014,EIRJK,1,,,,,1,,
NIG-000001,2014,ENQHE,0,,,,,0,,
NIG-000002,2014,EDJJK,1,,,,,1,,
NIG-000003,2014,ELOOD,0,,,,,1,,
NIG-000004,2014,EZJOH,0,,,,,1,,
NIG-000005,2014,EULMF,1,,,,,1,,
NIG-000006,2014,EBQPK,1,,,,,1,,
NIG-000007,2014,EOPJV,1,,,,,1,,
NIG-000008,2014,EEMRF,0,,,,,1,,
NIG-000009,2014,ELQLC,1,,,,,1,,
NIG-000010,2014,EHZWD,0,,,,,0,,
NIG-000011,2014,EJVMB,1,,,,,1,,
NIG-000012,2014,EEDWO,0,,,,,0,,
NIG-000013,2014,EPTXP,1,,,,,1,,
NIG-000014,2014,EYSSQ,1,,,,,1,,
NIG-000015,2014,EHVLA,1,,,,,1,,
NIG-000016,2014,EKJAE,0,,,,,1,,
NIG-000017,2014,EAPTB,0,,,,,0,,
NIG-000018,2014,YDYHQ,1,,,,,1,,
NIG-000019,2014,EUXUY,0,,,,,0,,
NIG-000020,2014,EWNTG,0,,,,,0,,
NIG-000021,2014,EGJEJ,1,,,,,0,,
NIG-000022,2014,EGNJI,0,,,,,1,,
NIG-000023,2014,EZYAF,0,,,,,1,,
NIG-000024,2014,EYUFE,1,,,,,0,,
NIG-000025,2014,ENQSP,0,,,,,1,,
NIG-000026,2014,EISJU,1,,,,,1,,
NIG-000027,2014,ENUIF,0,,,,,0,,
NIG-000028,2014,EWNWP,0,,,,,0,,
NIG-000029,2014,ESJNZ,0,,,,,0,,
NIG-000030,2014,EQJYY,0,,,,,0,,
NIG-000031,2014,ECBXF,0,,,,,0,,
NIG-000032,2014,EYFVQ,0,,,,,0,,
NIG-000033,2014,EIYJB,0,,,,,0,,
NIG-000034,2014,EHFFI,0,,,,,0,,
NIG-000035,2014,EGYXT,0,,,,,0,,
NIG-000036,2014,YDIDY,0,,,,,0,,
NIG-000037,2014,EFCPN,0,,,,,0,,
NIG-000038,2014,EEGGE,0,,,,,0,,
NIG-000039,2014,EEKVM,1,,,,,1,,
NIG-000040,2014,EJWQG,0,,,,,1,,
NIG-000041,2014,EGGUD,0,,,,,1,,
NIG-000042,2014,EDGBN,1,,,,,0,,
NIG-000043,2014,QHOJL,0,,,,,1,,
NIG-000044,2014,TIHUS,0,,,,,1,,
NIG-000045,2014,CRDML,0,,,,,1,,
NIG-000046,2014,CSHEU,0,,,,,0,,
NIG-000047,2014,EOVQG,0,,,,,0,,
NIG-000048,2014,YOGLX,1,,,,,1,,
NIG-000049,2014,EXPLE,0,,,,,1,,
NIG-000050,2014,BSXPQ,1,,,,,1,,
NIG-000051,2014,EYKLF,1,,,,,0,,
NIG-000052,2014,WOKXY,1,,,,,1,,
NIG-000053,2014,EPRGK,0,,,,,1,,
NIG-000054,2014,EFQRZ,0,,,,,1,,
NIG-000055,2014,EEFQQ,0,,,,,0,,
NIG-000056,2014,EQDAK,0,,,,,0,,
NIG-000057,2014,EXKCB,0,,,,,0,,
NIG-000058,2014,EVOYE,1,,,,,0,,
NIG-000059,2014,EVRNW,0,,,,,0,,
NIG-000060,2014,EXOLG,0,,,,,1,,
NIG-000061,2014,EROUW,1,,,,,1,,
NIG-000062,2014,EPFWI,0,,,,,0,,
NIG-000063,2014,EDOYI,1,,,,,1,,
NIG-000064,2014,EWUNZ,1,,,,,0,,
NIG-000065,2014,ELQBO,0,,,,,1,,
NIG-000066,2014,EWSKA,1,,,,,0,,
NIG-000067,2014,EJKLM,0,,,,,0,,
NIG-000068,2014,EIJHI,1,,,,,1,,
NIG-000069,2014,ECXRX,1,,,,,0,,
NIG-000070,2014,EGQZQ,0,,,,,0,,
NIG-000071,2014,EAIBY,1,,,,,1,,
NIG-000072,2014,EWLYR,0,,,,,0,,
NIG-000073,2014,EMOUA,1,,,,,0,,
NIG-000074,2014,EIKJY,1,,,,,0,,
NIG-000075,2014,EBCLQ,0,,,,,0,,
NIG-000076,2014,EPYZF,1,,,,,1,,
NIG-000077,2014,EDRZZ,0,,,,,0,,
NIG-000078,2014,EZUWW,0,,,,,0,,
NIG-000079,2014,EEJRI,1,,,,,1,,
NIG-000080,2014,ENERY,0,,,,,0,,
NIG-000081,2014,EIBDU,1,,,,,0,,
NIG-000082,2014,ERKPS,1,,,,,1,,
NIG-000083,2014,EXWZG,0,,,,,0,,
NIG-000084,2014,EGUCI,0,,,,,1,,
NIG-000085,2014,ETWXZ,1,,,,,1,,
NIG-000086,2014,ERJDY,1,,,,,1,,
NIG-000087,2014,EQZBB,1,,,,,1,,
NIG-000088,2014,EWOKA,0,,,,,1,,
NIG-000089,2014,EJCVX,0,,,,,0,,
NIG-000090,2014,EQUKL,1,,,,,1,,
NIG-000091,2014,ZSFOM,1,,,,,0,,
NIG-000092,2014,ATYSS,1,,,,,1,,
NIG-000093,2014,ESHRL,0,,,,,0,,
NIG-000094,2014,ERUGT,0,,,,,1,,
NIG-000095,2014,LIFGP,1,,,,,1,,
NIG-000096,2014,EPBBC,0,,,,,0,,
NIG-000097,2014,EPTAI,1,,,,,1,,
NIG-000098,2014,EMRRR,1,,,,,1,,
NIG-000099,2014,ESETH,1,,,,,1,,
NIG-000100,2014,EHYFG,1,,,,,1,,
NIG-000101,2014,EHYVM,1,,,,,0,,
NIG-000102,2014,EEQHP,1,,,,,1,,
NIG-000103,2014,ERZGD,1,,,,,1,,
NIG-000104,2014,EWTDX,1,,,,,1,,
NIG-000105,2014,EJQCF,1,,,,,1,,
NIG-000106,2014,ERZCF,1,,,,,0,,
NIG-000107,2014,EFTSH,0,,,,,1,,
NIG-000108,2014,EUEYZ,0,,,,,0,,
NIG-000109,2014,EYQSB,1,,,,,0,,
NIG-000110,2014,EWCHR,1,,,,,1,,
NIG-000111,2014,EFBGW,1,,,,,0,,
NIG-000112,2014,EQREN,1,,,,,1,,
NIG-000113,2014,EWVNE,1,,,,,0,,
NIG-000114,2014,ETLWS,1,,,,,1,,
NIG-000115,2014,ELUVR,1,,,,,1,,
NIG-000116,2014,EWTVE,1,,,,,1,,
NIG-000117,2014,EGFXH,1,,,,,0,,
NIG-000118,2014,EFRDM,1,,,,,0,,
NIG-000119,2014,EIRWW,1,,,,,0,,
NIG-000120,2014,EWMPO,1,,,,,0,,
NIG-000121,2014,EOMYH,1,,,,,1,,
NIG-000122,2014,WSIYV,1,,,,,1,,
NIG-000123,2014,EIMHX,1,,,,,1,,
NIG-000124,2014,EAEQB,1,,,,,1,,
NIG-000125,2014,EIEID,0,,,,,0,,
NIG-000126,2014,EWZXR,0,,,,,0,,
NIG-000127,2014,MGWTB,0,,,,,0,,
NIG-000128,2014,EPYTB,1,,,,,1,,
NIG-000129,2014,EFPIX,1,,,,,1,,
NIG-000130,2014,EQREU,1,,,,,0,,
NIG-000131,2014,EQGJA,1,,,,,0,,
NIG-000132,2014,ETJXE,1,,,,,1,,
NIG-000133,2014,EVLJE,1,,,,,1,,
NIG-000134,2014,EXCVL,1,,,,,1,,
NIG-000135,2014,ETHPO,1,,,,,1,,
NIG-000136,2014,EQMSZ,1,,,,,0,,
NIG-000137,2014,ENLUH,0,,,,,0,,
NIG-000138,2014,ENFMA,1,,,,,1,,
NIG-000139,2014,EARTC,0,,,,,1,,
NIG-000140,2014,ERDVN,0,,,,,1,,
NIG-000141,2014,EHTWL,0,,,,,0,,
NIG-000142,2014,EVQOM,0,,,,,1,,
NIG-000143,2014,EXELQ,0,,,,,0,,
NIG-000144,2014,EVBOO,0,,,,,0,,
NIG-000145,2014,EWWJQ,0,,,,,0,,
NIG-000146,2014,ETBNR,0,,,,,0,,
NIG-000147,2014,EXPIN,0,,,,,0,,
NIG-000148,2014,ECWKN,0,,,,,0,,
NIG-000149,2014,EQXNN,0,,,,,0,,
NIG-000150,2014,EJBYF,0,,,,,1,,
NIG-000151,2014,EIOJU,0,,,,,1,,
NIG-000152,2014,UNMBO,1,,,,,1,,
NIG-000153,2014,EJYAG,0,,,,,1,,
NIG-000154,2014,ENFDC,1,,,,,1,,
NIG-000155,2014,EQTRV,1,,,,,1,,
NIG-000156,2014,EPDRZ,1,,,,,1,,
NIG-000157,2014,LINVD,0,,,,,0,,
NIG-000158,2014,EQWYL,0,,,,,1,,
NIG-000159,2014,EQKUB,0,,,,,0,,
NIG-000160,2014,EKWCM,0,,,,,0,,
NIG-000161,2014,EASLB,1,,,,,1,,
NIG-000162,2014,ESHFU,0,,,,,1,,
NIG-000163,2014,EDKTK,0,,,,,0,,
NIG-000164,2014,ERXUO,1,,,,,0,,
NIG-000165,2014,EUOII,0,,,,,0,,
NIG-000166,2014,EZEYO,1,,,,,0,,
NIG-000167,2014,EBYMU,0,,,,,0,,
NIG-000168,2014,EJOBB,1,,,,,1,,
NIG-000169,2014,EPHMA,0,,,,,1,,
NIG-000170,2014,AZDVR,1,,,,,1,,
NIG-000171,2014,EDEQZ,1,,,,,1,,
NIG-000172,2014,MPYDG,0,,,,,0,,
NIG-000173,2014,WXCYI,1,,,,,1,,
NIG-000174,2014,FTPEL,1,,,,,1,,
NIG-000175,2014,QTDTB,0,,,,,0,,
NIG-000176,2014,EROYZ,0,,,,,0,,
NIG-000177,2014,EBRYY,1,,,,,1,,
NIG-000178,2014,EZAMZ,0,,,,,1,,
NIG-000179,2014,EIXFC,1,,,,,1,,
NIG-000180,2014,EDKMO,0,,,,,0,,
NIG-000181,2014,DBJMT,0,,,,,0,,
NIG-000182,2014,XLODS,1,,,,,1,,
NIG-000183,2014,VRUZF,1,,,,,0,,
NIG-000184,2014,KSYWP,0,,,,,0,,
NIG-000185,2014,VSYXK,0,,,,,0,,
NIG-000186,2014,OHWYM,0,,,,,0,,
NIG-000187,2014,YKFTO,0,,,,,0,,
NIG-000188,2014,BNPED,0,,,,,0,,
NIG-000189,2014,EKKFF,1,,,,,1,,
NIG-000190,2014,EUPYH,1,,,,,1,,
NIG-000191,2014,WGBEU,0,,,,,0,,
NIG-000192,2014,JCXAQ,0,,,,,0,,
NIG-000193,2014,ENUZL,1,,,,,1,,
NIG-000194,2014,EUKCW,1,,,,,0,,
NIG-000195,2014,ERXOC,1,,,,,1,,
NIG-000196,2014,EOEFX,0,,,,,1,,
NIG-000197,2014,EBPQF,1,,,,,1,,
NIG-000198,2014,EFVWM,1,,,,,1,,
NIG-000199,2014,ELIEG,0,,,,,0,,
NIG-000200,2014,EBCLY,1,,,,,1,,
NIG-000201,2014,EHFNX,0,,,,,0,,
NIG-000202,2014,ERKIX,1,,,,,1,,
NIG-000203,2014,EGZKN,1,,,,,1,,
NIG-000204,2014,EZVGS,0,,,,,0,,
NIG-000205,2014,ETDBZ,1,,,,,1,,
NIG-000206,2014,EHEIY,0,,,,,0,,
NIG-000207,2014,EFOAS,0,,,,,1,,
NIG-000208,2014,SDHNJ,0,,,,,1,,
NIG-000209,2014,EZQNR,0,,,,,0,,
NIG-000210,2014,EGLAX,1,,,,,1,,
NIG-000211,2014,EBEHD,1,,,,,0,,
NIG-000212,2014,EPLHA,1,,,,,0,,
NIG-000213,2014,EUXQW,0,,,,,0,,
NIG-000214,2014,EEXHG,0,,,,,0,,
NIG-000215,2014,KAVCD,0,,,,,0,,
NIG-000216,2014,EEPIO,1,,,,,0,,
NIG-000217,2014,ERKWT,1,,,,,0,,
NIG-000218,2014,EMONB,1,,,,,1,,
NIG-000219,2014,EZTXT,0,,,,,0,,
NIG-000220,2014,EENVN,1,,,,,1,,
NIG-000221,2014,ETZAB,0,,,,,0,,
NIG-000222,2014,EUWIZ,0,,,,,0,,
NIG-000223,2014,EAQBK,1,,,,,1,,
NIG-000224,2014,EBXXQ,0,,,,,0,,
NIG-000225,2014,MGUUS,0,,,,,0,,
NIG-000226,2014,EPFAN,0,,,,,0,,
NIG-000227,2014,EYESC,0,,,,,0,,
NIG-000228,2014,EPOQT,1,,,,,0,,
NIG-000229,2014,EUISE,0,,,,,0,,
NIG-000230,2014,EDNLZ,0,,,,,0,,
NIG-000231,2014,EBGFS,0,,,,,0,,
NIG-000232,2014,DSIAB,0,,,,,0,,
NIG-000233,2014,WDKQX,0,,,,,0,,
NIG-000234,2014,ESOKE,0,,,,,0,,
NIG-000235,2014,DDZCX,1,,,,,1,,
NIG-000236,2014,RORKZ,0,,,,,0,,
NIG-000237,2014,EAIIT,0,,,,,0,,
NIG-000238,2014,EQEPC,0,,,,,0,,
NIG-000239,2014,ENRVH,1,,,,,1,,
NIG-000240,2014,ECDWQ,0,,,,,1,,
NIG-000241,2014,EOINU,0,,,,,1,,
NIG-000242,2014,E1359,0,,,,,1,,
NIG-000243,2014,DHLPT,0,,,,,0,,
NIG-000244,2014,TQQHK,0,,,,,1,,
NIG-000245,2014,EMFFZ,0,,,,,1,,
NIG-000246,2014,SNSRT,0,,,,,1,,
NIG-000247,2014,VCLDC,0,,,,,1,,
NIG-000248,2014,EEIKQ,0,,,,,1,,
NIG-000249,2014,EDMLY,0,,,,,1,,
NIG-000250,2014,EAOBA,1,,,,,1,,
NIG-000251,2014,EYXGV,0,,,,,0,,
NIG-000252,2014,EYPEH,0,,,,,0,,
NIG-000253,2014,EFBNS,0,,,,,1,,
NIG-000254,2014,EDZYO,0,,,,,0,,
NIG-000255,2014,EYUIU,0,,,,,1,,
NIG-000256,2014,EZLNY,1,,,,,0,,
NIG-000257,2014,EWODK,0,,,,,1,,
NIG-000258,2014,EKLBS,1,,,,,1,,
NIG-000259,2014,EIHAB,1,,,,,1,,
NIG-000260,2014,EBXFF,1,,,,,1,,
NIG-000261,2014,GMDMT,1,,,,,1,,
NIG-000262,2014,ELVMJ,1,,,,,1,,
NIG-000263,2014,EPKXQ,0,,,,,1,,
NIG-000264,2014,EHEGL,0,,,,,1,,
NIG-000265,2014,EQIEV,0,,,,,0,,
NIG-000266,2014,EVBHE,0,,,,,0,,
NIG-000267,2014,EDRBG,0,,,,,1,,
NIG-000268,2014,EFPEV,0,,,,,0,,
NIG-000269,2014,ESOEG,0,,,,,0,,
NIG-000270,2014,EYWOU,1,,,,,0,,
NIG-000271,2014,EXMEG,0,,,,,0,,
NIG-000272,2014,EOONZ,0,,,,,0,,
NIG-000273,2014,CYRIA,0,,,,,1,,
NIG-000274,2014,EMCPH,0,,,,,1,,
NIG-000275,2014,ETRAT,1,,,,,0,,
NIG-000276,2014,ECBIM,0,,,,,1,,
NIG-000277,2014,EGGRD,0,,,,,0,,
NIG-000278,2014,QGLFR,1,,,,,1,,
NIG-000279,2014,FWKGW,1,,,,,1,,
NIG-000280,2014,EBWLP,1,,,,,1,,
NIG-000281,2014,EVVDD,0,,,,,0,,
NIG-000282,2014,EBIVB,0,,,,,0,,
NIG-000283,2014,EYAPA,0,,,,,1,,
NIG-000284,2014,GPYQV,1,,,,,1,,
NIG-000285,2014,EYSTH,1,,,,,1,,
NIG-000286,2014,EIHZA,0,,,,,1,,
NIG-000287,2014,ERRPC,1,,,,,0,,
NIG-000288,2014,JABUD,0,,,,,1,,
NIG-000289,2014,TNFHX,1,,,,,1,,
NIG-000290,2014,EXEWI,1,,,,,0,,
NIG-000291,2014,ESCMM,1,,,,,1,,
NIG-000292,2014,EPQKF,1,,,,,1,,
NIG-000293,2014,ELAFV,1,,,,,1,,
NIG-000294,2014,EIBIY,1,,,,,1,,
NIG-000295,2014,EKGXA,1,,,,,1,,
NIG-000296,2014,EMOKG,0,,,,,1,,
NIG-000297,2014,EFZAQ,0,,,,,0,,
NIG-000298,2014,EVLIC,1,,,,,1,,
NIG-000299,2014,ERHUO,1,,,,,1,,
NIG-000300,2014,EVMLL,1,,,,,1,,
NIG-000301,2014,EYCXD,1,,,,,1,,
NIG-000302,2014,EHGYM,1,,,,,1,,
NIG-000303,2014,EXNKL,0,,,,,1,,
NIG-000304,2014,EORHE,0,,,,,0,,
NIG-000305,2014,ECKKI,0,,,,,0,,
NIG-000306,2014,EUIFQ,0,,,,,0,,
NIG-000307,2014,EIYEG,0,,,,,0,,
NIG-000308,2014,EATLS,0,,,,,0,,
NIG-000309,2014,EQTDJ,0,,,,,0,,
NIG-000310,2014,EBTNP,0,,,,,0,,
NIG-000311,2014,EQJSJ,0,,,,,0,,
NIG-000312,2014,EYTFE,0,,,,,0,,
NIG-000313,2014,EJPQE,0,,,,,0,,
NIG-000314,2014,EGKEN,0,,,,,0,,
NIG-000315,2014,EQVZI,0,,,,,0,,
NIG-000316,2014,EXGEB,0,,,,,1,,
NIG-000317,2014,XLUFY,0,,,,,1,,
NIG-000318,2014,EZUUG,0,,,,,1,,
NIG-000319,2014,JFVZK,0,,,,,0,,
NIG-000320,2014,ECXLA,1,,,,,0,,
NIG-000321,2014,EHHCZ,1,,,,,1,,
NIG-000322,2014,EXDDJ,1,,,,,0,,
NIG-000323,2014,EAMLV,0,,,,,1,,
NIG-000324,2014,EUODF,0,,,,,0,,
NIG-000325,2014,EMFKR,0,,,,,0,,
NIG-000326,2014,EWJFB,0,,,,,0,,
NIG-000327,2014,ERSRV,0,,,,,1,,
NIG-000328,2014,EJMDB,1,,,,,0,,
NIG-000329,2014,EYPAR,1,,,,,0,,
NIG-000330,2014,EXNNF,0,,,,,0,,
NIG-000331,2014,EKHNH,0,,,,,0,,
NIG-000332,2014,EQVPO,0,,,,,1,,
NIG-000333,2014,EJJPF,0,,,,,1,,
NIG-000334,2014,EGAZG,1,,,,,0,,
NIG-000335,2014,EZZWZ,0,,,,,0,,
NIG-000336,2014,EGCQQ,0,,,,,1,,
NIG-000337,2014,EVMNG,0,,,,,0,,
NIG-000338,2014,EUUPZ,0,,,,,0,,
NIG-000339,2014,EISCX,1,,,,,0,,
NIG-000340,2014,EBLED,0,,,,,1,,
NIG-000341,2014,ECIZQ,0,,,,,0,,
NIG-000342,2014,EOAND,1,,,,,1,,
NIG-000343,2014,EDOQS,0,,,,,0,,
NIG-000344,2014,ERDGA,1,,,,,1,,
NIG-000345,2014,EELGI,1,,,,,1,,
NIG-000346,2014,EKZMC,1,,,,,1,,
NIG-000347,2014,ATUPX,0,,,,,0,,
NIG-000348,2014,EORNV,0,,,,,0,,
NIG-000349,2014,KSEQK,0,,,,,0,,
NIG-000350,2014,EEXCD,0,,,,,1,,
NIG-000351,2014,EOUVO,0,,,,,0,,
NIG-000352,2014,ESCRX,1,,,,,1,,
NIG-000353,2014,EOUOP,0,,,,,0,,
NIG-000354,2014,ERDXB,0,,,,,1,,
NIG-000355,2014,EPVHM,1,,,,,0,,
NIG-000356,2014,KDNRM,0,,,,,0,,
NIG-000357,2014,EXWQT,1,,,,,0,,
NIG-000358,2014,EIREI,1,,,,,1,,
NIG-000359,2014,EWNBS,1,,,,,0,,
NIG-000360,2014,JWOWK,1,,,,,1,,
NIG-000361,2014,JXNQG,0,,,,,1,,
NIG-000362,2014,EVKIS,1,,,,,1,,
NIG-000363,2014,EQQGL,0,,,,,1,,
NIG-000364,2014,EKQAL,1,,,,,1,,
NIG-000365,2014,EDWLY,1,,,,,1,,
NIG-000366,2014,EKMZY,1,,,,,1,,
NIG-000367,2014,ERKUY,1,,,,,1,,
NIG-000368,2014,EZIWC,1,,,,,1,,
NIG-000369,2014,EMMYS,1,,,,,1,,
NIG-000370,2014,EWQFZ,0,,,,,1,,
NIG-000371,2014,EFVXF,0,,,,,0,,
NIG-000372,2014,EYGIR,1,,,,,1,,
NIG-000373,2014,EMLLW,0,,,,,1,,
NIG-000374,2014,EOTTN,0,,,,,1,,
NIG-000375,2014,ENFXY,1,,,,,1,,
NIG-000376,2014,EUWSK,1,,,,,0,,
NIG-000377,2014,EAQUP,1,,,,,1,,
NIG-000378,2014,EXNFL,0,,,,,0,,
NIG-000379,2014,EDODC,1,,,,,0,,
NIG-000380,2014,EPCNI,1,,,,,1,,
NIG-000381,2014,EVXKB,0,,,,,0,,
NIG-000382,2014,PVDTC,1,,,,,1,,
NIG-000383,2014,ERNDD,1,,,,,1,,
NIG-000384,2014,EVHLB,1,,,,,1,,
NIG-000385,2014,UHVIH,1,,,,,1,,
NIG-000386,2014,EMKFQ,1,,,,,1,,
NIG-000387,2014,ZYNOE,1,,,,,1,,
NIG-000388,2014,ENBMI,1,,,,,1,,
NIG-000389,2014,EAQBJ,1,,,,,0,,
NIG-000390,2014,EUZQP,0,,,,,1,,
NIG-000391,2014,ERYFE,1,,,,,1,,
NIG-000392,2014,EXDYQ,1,,,,,1,,
NIG-000393,2014,EHNCF,1,,,,,1,,
NIG-000394,2014,EUUII,0,,,,,1,,
NIG-000395,2014,ETYHG,1,,,,,1,,
NIG-000396,2014,ZSIGK,0,,,,,1,,
NIG-000397,2014,EKBTK,1,,,,,1,,
NIG-000398,2014,ETDNJ,0,,,,,1,,
NIG-000399,2014,ETZFK,0,,,,,1,,
NIG-000400,2014,EVNOA,1,,,,,1,,
NIG-000401,2014,EXJJN,0,,,,,1,,
NIG-000402,2014,EHCVS,0,,,,,0,,
NIG-000403,2014,EKZSF,0,,,,,1,,
NIG-000404,2014,EVCTC,0,,,,,1,,
NIG-000405,2014,EFMFH,0,,,,,1,,
NIG-000406,2014,EQQOU,1,,,,,1,,
NIG-000407,2014,EWKVW,1,,,,,1,,
NIG-000408,2014,EBYEI,1,,,,,1,,
NIG-000409,2014,EMYMS,1,,,,,1,,
NIG-000410,2014,EMIJB,1,,,,,1,,
NIG-000411,2014,ESXLH,0,,,,,1,,
NIG-000412,2014,EVOHB,1,,,,,0,,
NIG-000413,2014,ERMWZ,1,,,,,1,,
NIG-000414,2014,EIFGW,1,,,,,1,,
NIG-000415,2014,EPYFN,1,,,,,1,,
NIG-000416,2014,EPXXD,1,,,,,1,,
NIG-000417,2014,ESUBV,1,,,,,1,,
NIG-000418,2014,EUPDT,1,,,,,1,,
NIG-000419,2014,EJVAV,1,,,,,1,,
NIG-000420,2014,EVWYZ,1,,,,,1,,
NIG-000421,2014,EUQBD,0,,,,,1,,
NIG-000422,2014,SBOOI,0,,,,,1,,
NIG-000423,2014,MMNKH,0,,,,,0,,
NIG-000424,2014,EKVWA,1,,,,,1,,
NIG-000425,2014,EDNFZ,0,,,,,0,,
NIG-000426,2014,EBROY,1,,,,,1,,
NIG-000427,2014,ECVKA,0,,,,,0,,
NIG-000428,2014,EVWPF,1,,,,,0,,
NIG-000429,2014,EOSTH,0,,,,,0,,
NIG-000430,2014,EYWQM,0,,,,,1,,
NIG-000431,2014,HPAUK,0,,,,,1,,
NIG-000432,2014,ERDWR,1,,,,,1,,
NIG-000433,2014,EBLHG,0,,,,,1,,
NIG-000434,2014,EKALI,1,,,,,1,,
NIG-000435,2014,ENGCC,0,,,,,0,,
NIG-000436,2014,EWOWQ,0,,,,,0,,
NIG-000437,2014,EMNUB,0,,,,,0,,
NIG-000438,2014,EBRBV,0,,,,,0,,
NIG-000439,2014,EESWI,0,,,,,0,,
NIG-000440,2014,EOVNV,0,,,,,0,,
NIG-000441,2014,EZGSP,0,,,,,0,,
NIG-000442,2014,EGAKD,0,,,,,0,,
NIG-000443,2014,EPMZM,0,,,,,0,,
NIG-000444,2014,EWUIZ,0,,,,,0,,
NIG-000445,2014,EWFOM,0,,,,,0,,
NIG-000446,2014,EJNQL,0,,,,,0,,
NIG-000447,2014,EWMSZ,0,,,,,1,,
NIG-000448,2014,EHGWW,0,,,,,0,,
NIG-000449,2014,EVNPS,0,,,,,0,,
NIG-000450,2014,EOSUN,1,,,,,1,,
NIG-000451,2014,EXJWC,1,,,,,1,,
NIG-000452,2014,CVOTC,1,,,,,1,,
NIG-000453,2014,EMYXZ,1,,,,,1,,
NIG-000454,2014,EKWRB,1,,,,,1,,
NIG-000455,2014,EZPDD,1,,,,,1,,
NIG-000456,2014,ECQYY,1,,,,,1,,
NIG-000457,2014,EGXRF,0,,,,,0,,
NIG-000458,2014,EPONT,1,,,,,1,,
NIG-000459,2014,EGKRO,1,,,,,1,,
NIG-000460,2014,EBZCV,1,,,,,1,,
NIG-000461,2014,ETNWR,1,,,,,1,,
NIG-000462,2014,EYHAN,1,,,,,1,,
NIG-000463,2014,ECPFZ,0,,,,,0,,
NIG-000464,2014,EEYLV,1,,,,,0,,
NIG-000465,2014,ECLRG,1,,,,,0,,
NIG-000466,2014,EAWRL,1,,,,,0,,
NIG-000467,2014,EZNPT,1,,,,,1,,
NIG-000468,2014,ETQUS,1,,,,,1,,
NIG-000469,2014,EABCD,1,,,,,1,,
NIG-000470,2014,ETWJT,1,,,,,0,,
NIG-000471,2014,EDLHZ,1,,,,,1,,
NIG-000472,2014,EIZKH,0,,,,,1,,
NIG-000473,2014,EIQTC,1,,,,,1,,
NIG-000474,2014,EJEFA,1,,,,,1,,
NIG-000475,2014,EUPOC,1,,,,,1,,
NIG-000476,2014,EMYTE,0,,,,,0,,
NIG-000477,2014,ESATO,1,,,,,1,,
NIG-000478,2014,EEBVT,0,,,,,1,,
NIG-000479,2014,EJPET,1,,,,,1,,
NIG-000480,2014,EBZQQ,0,,,,,0,,
NIG-000481,2014,EQLIZ,0,,,,,0,,
NIG-000482,2014,EYSCW,0,,,,,0,,
NIG-000483,2014,EYYFU,0,,,,,1,,
NIG-000484,2014,EPEYJ,1,,,,,0,,
NIG-000485,2014,EHSRF,0,,,,,0,,
NIG-000486,2014,EQYXC,0,,,,,0,,
NIG-000487,2014,EZVPB,1,,,,,0,,
NIG-000488,2014,EDIXC,1,,,,,1,,
NIG-000489,2014,ECOQL,0,,,,,1,,
NIG-000490,2014,EFSLE,0,,,,,1,,
NIG-000491,2014,EBJQA,1,,,,,1,,
NIG-000492,2014,ERWVA,0,,,,,1,,
NIG-000493,2014,EPQEJ,1,,,,,1,,
NIG-000494,2014,EOCUU,1,,,,,1,,
NIG-000495,2014,EDCKC,1,,,,,1,,
NIG-000496,2014,EPQPU,0,,,,,0,,
NIG-000497,2014,EVTSL,0,,,,,0,,
NIG-000498,2014,EIKOW,1,,,,,1,,
NIG-000499,2014,EHJQI,1,,,,,1,,
NIG-000500,2014,EBTTC,1,,,,,1,,
NIG-000501,2014,EBFTG,1,,,,,1,,
NIG-000502,2014,EYIAV,1,,,,,1,,
NIG-000503,2014,EYXGH,1,,,,,1,,
NIG-000504,2014,EKQCL,1,,,,,1,,
NIG-000505,2014,EQPZY,1,,,,,1,,
NIG-000506,2014,EMHNW,0,,,,,0,,
NIG-000507,2014,EPKJR,1,,,,,1,,
NIG-000508,2014,ETSKO,0,,,,,1,,
NIG-000509,2014,IDREU,0,,,,,0,,
NIG-000510,2014,EEIVB,0,,,,,0,,
NIG-000511,2014,EMOPS,0,,,,,0,,
NIG-000512,2014,EZUMM,0,,,,,1,,
NIG-000513,2014,ELQZY,0,,,,,1,,
NIG-000514,2014,ERKGI,0,,,,,0,,
NIG-000515,2014,ENXZD,0,,,,,0,,
NIG-000516,2014,EREJI,1,,,,,0,,
NIG-000517,2014,ETSHL,1,,,,,1,,
NIG-000518,2014,EYSOY,1,,,,,0,,
NIG-000519,2014,EKITQ,0,,,,,0,,
NIG-000520,2014,EHLIJ,1,,,,,1,,
NIG-000521,2014,ESGRJ,0,,,,,1,,
NIG-000522,2014,EYXTA,0,,,,,0,,
NIG-000523,2014,EXHJC,1,,,,,1,,
NIG-000524,2014,EDKPQ,1,,,,,1,,
NIG-000525,2014,EFBKI,1,,,,,1,,
NIG-000526,2014,ETDVU,1,,,,,1,,
NIG-000527,2014,EPIMK,1,,,,,1,,
NIG-000528,2014,EFEXA,1,,,,,1,,
NIG-000529,2014,ETNEV,1,,,,,1,,
NIG-000530,2014,EPIWG,1,,,,,1,,
NIG-000531,2014,EJEZN,0,,,,,0,,
NIG-000532,2014,EVJGQ,0,,,,,0,,
NIG-000533,2014,EUJNR,1,,,,,1,,
NIG-000534,2014,ELCCX,0,,,,,0,,
